channel,xi,T_MeV,omega_fm,K_eff,re_pi,im_pi
pi,0.0,220,0.66,0.23260893016295725,0.9647627232956446,0.007351536324611758
K,0.0,220,0.66,0.20119480741804185,0.823507840258977,-0.07527389583655449
pi,0.0,220,0.68,0.23260893016295725,0.9673249846998815,0.008161931781316658
K,0.0,220,0.68,0.20119480741804185,0.8190470173398257,-0.07696094003922452
pi,0.0,220,0.7,0.23260893016295725,0.9699551162649566,0.009022151903202411
K,0.0,220,0.7,0.20119480741804185,0.8148710211625024,-0.07835381575363685
pi,0.0,220,0.72,0.23260893016295725,0.9726523773010742,0.00993365571164314
K,0.0,220,0.72,0.20119480741804185,0.81091792115641,-0.07945732911519071
pi,0.0,220,0.74,0.23260893016295725,0.9754160083667873,0.01089787242953916
K,0.0,220,0.74,0.20119480741804185,0.8071548766008322,-0.08027809638320069
pi,0.0,220,0.76,0.23260893016295725,0.978245231481488,0.011916205659370162
K,0.0,220,0.76,0.20119480741804185,0.8035654126045871,-0.08082424795185501
pi,0.0,220,0.78,0.23260893016295725,0.9811392503411622,0.012990036388982485
K,0.0,220,0.78,0.20119480741804185,0.8001426075003464,-0.08110516509245337
pi,0.0,220,0.8,0.23260893016295725,0.9840972505372156,0.014120725181705108
K,0.0,220,0.8,0.20119480741804185,0.796885208304559,-0.08113124680756452
pi,0.0,220,0.82,0.23260893016295725,0.9871183997781682,0.015309613788181086
K,0.0,220,0.82,0.20119480741804185,0.7937953080262184,-0.08091370417916113
pi,0.0,220,0.84,0.23260893016295725,0.99020184811402,0.016558026341436438
K,0.0,220,0.84,0.20119480741804185,0.7908769067235814,-0.08046437967696987
pi,0.0,220,0.86,0.23260893016295725,0.9933467281630844,0.01786727024725477
K,0.0,220,0.86,0.20119480741804185,0.7881349971463286,-0.07979558902544104
pi,0.0,220,0.88,0.23260893016295725,0.996552155341087,0.01923863684899533
K,0.0,220,0.88,0.20119480741804185,0.7855749742322501,-0.07891998338504007
pi,0.0,220,0.9,0.23260893016295725,0.9998172280923259,0.020673401923631752
K,0.0,220,0.9,0.20119480741804185,0.7832022510863323,-0.07785042977115304
pi,0.0,220,0.92,0.23260893016295725,1.0031410281226971,0.022172826050342077
K,0.0,220,0.92,0.20119480741804185,0.7810220101161378,-0.07659990780251205
pi,0.0,220,0.94,0.23260893016295725,1.0065226206343567,0.023738154882134346
K,0.0,220,0.94,0.20119480741804185,0.7790390445180809,-0.0751814210350727
pi,0.0,220,0.96,0.23260893016295725,1.0099610545618525,0.025370619343267738
K,0.0,220,0.96,0.20119480741804185,0.7772576611502142,-0.07360792129348537
pi,0.0,220,0.98,0.23260893016295725,1.0134553628094853,0.02707143576964971
K,0.0,220,0.98,0.20119480741804185,0.7756816255967911,-0.0718922445590868
pi,0.0,220,1.0,0.23260893016295725,1.017004562489715,0.028841806005313695
K,0.0,220,1.0,0.20119480741804185,0.7743141364282805,-0.07004705711000977
pi,0.0,220,1.02,0.23260893016295725,1.020607655162402,0.030682917465065365
K,0.0,220,1.02,0.20119480741804185,0.7731578196944977,-0.06808481073551478
pi,0.0,220,1.04,0.23260893016295725,1.0242636270746786,0.032595943171131896
K,0.0,220,1.04,0.20119480741804185,0.772214737373582,-0.0660177059632869
pi,0.0,220,1.06,0.23260893016295725,1.0279714494012528,0.03458204176994779
K,0.0,220,1.06,0.20119480741804185,0.7714864053239344,-0.06385766234570632
pi,0.0,220,1.08,0.23260893016295725,1.031730078484939,0.03664235753391295
K,0.0,220,1.08,0.20119480741804185,0.7709738175484995,-0.06161629494960395
pi,0.0,220,1.1,0.23260893016295725,1.0355384560772043,0.03877802035196262
K,0.0,220,1.1,0.20119480741804185,0.7706774744685246,-0.05930489628438029
pi,0.0,220,1.12,0.23260893016295725,1.0393955095785712,0.040990145712015036
K,0.0,220,1.12,0.20119480741804185,0.7705974135374121,-0.056934422986311815
pi,0.0,220,1.14,0.23260893016295725,1.0433001522786145,0.04327983467775947
K,0.0,220,1.14,0.20119480741804185,0.7707332409830914,-0.05451548665303561
pi,0.0,220,1.16,0.23260893016295725,1.0472512835954153,0.04564817386177112
K,0.0,220,1.16,0.20119480741804185,0.7710841638018465,-0.05205834829228383
pi,0.0,220,1.18,0.23260893016295725,1.0512477893142478,0.04809623539656206
K,0.0,220,1.18,0.20119480741804185,0.7716490213732208,-0.04957291591366217
pi,0.0,220,1.2,0.23260893016295725,1.0552885418253108,0.050625076904877275
K,0.0,220,1.2,0.20119480741804185,0.7724263162489037,-0.04706874485232004
pi,0.0,220,1.22,0.23260893016295725,1.0593724003603182,0.05323574147030221
K,0.0,220,1.22,0.20119480741804185,0.7734142438054598,-0.04455504046956275
pi,0.0,220,1.24,0.23260893016295725,1.0634982112277553,0.05592925760905208
K,0.0,220,1.24,0.20119480741804185,0.7746107205534712,-0.04204066292866232
pi,0.0,220,1.26,0.23260893016295725,1.067664808046619,0.05870663924365556
K,0.0,220,1.26,0.20119480741804185,0.776013410972837,-0.03953413379535359
pi,0.0,220,1.28,0.23260893016295725,1.0718710119784551,0.06156888567911365
K,0.0,220,1.28,0.20119480741804185,0.7776197528019162,-0.03704364426298192
pi,0.0,220,1.3,0.23260893016295725,1.0761156319575134,0.06451698158200823
K,0.0,220,1.3,0.20119480741804185,0.7794269807515494,-0.034577064853527704
pi,0.0,220,1.32,0.23260893016295725,1.080397464918842,0.06755189696294493
K,0.0,220,1.32,0.20119480741804185,0.781432148647235,-0.032141956499815265
pi,0.0,220,1.34,0.23260893016295725,1.0847152960241457,0.07067458716264371
K,0.0,220,1.34,0.20119480741804185,0.7836321500264302,-0.029745582973842454
pi,0.0,220,1.36,0.23260893016295725,1.089067898885232,0.07388599284192529
K,0.0,220,1.36,0.20119480741804185,0.7860237372350821,-0.027394924695221298
pi,0.0,220,1.38,0.23260893016295725,1.0934540357848803,0.0771870399757927
K,0.0,220,1.38,0.20119480741804185,0.7886035390795719,-0.025096694037752443
pi,0.0,220,1.4,0.23260893016295725,1.0978724578949632,0.08057863985176211
K,0.0,220,1.4,0.20119480741804185,0.791368077098417,-0.022857352359457496
pi,0.0,220,1.42,0.23260893016295725,1.102321905491655,0.0840616890725595
K,0.0,220,1.42,0.20119480741804185,0.7943137805232381,-0.02068312912456185
pi,0.0,220,1.44,0.23260893016295725,1.1068011081675708,0.08763706956327007
K,0.0,220,1.44,0.20119480741804185,0.7974370000013417,-0.018580043684697487
pi,0.0,220,1.46,0.23260893016295725,1.1113087850406722,0.09130564858299849
K,0.0,220,1.46,0.20119480741804185,0.8007340201533465,-0.016553930572705464
pi,0.0,220,1.48,0.23260893016295725,1.1158436449597888,0.09506827874107432
K,0.0,220,1.48,0.20119480741804185,0.8042010710390184,-0.014610469588360188
pi,0.0,220,1.5,0.23260893016295725,1.1204043867066031,0.09892579801781994
K,0.0,220,1.5,0.20119480741804185,0.8078343386032193,-0.012755222610870554
pi,0.0,220,1.52,0.23260893016295725,1.1249896991939465,0.1028790297898783
K,0.0,220,1.52,0.20119480741804185,0.8116299741718657,-0.010993680117094225
pi,0.0,220,1.54,0.23260893016295725,1.1295982616602644,0.10692878286008312
K,0.0,220,1.54,0.20119480741804185,0.8155841030652681,-0.009331322110492996
pi,0.0,220,1.56,0.23260893016295725,1.1342287438601095,0.11107585149184221
K,0.0,220,1.56,0.20119480741804185,0.8196928323933217,-0.007773701142082213
pi,0.0,220,1.58,0.23260893016295725,1.1388798062505157,0.1153210154479933
K,0.0,220,1.58,0.20119480741804185,0.8239522580938867,-0.006326560494751316
pi,0.0,220,1.6,0.23260893016295725,1.1435501001731243,0.11966504003408009
K,0.0,220,1.6,0.20119480741804185,0.8283584712724287,-0.004996010957859033
pi,0.0,220,1.62,0.23260893016295725,1.1482382680319285,0.12410867614598971
K,0.0,220,1.62,0.20119480741804185,0.8329075638976626,-0.0037888110232079785
pi,0.0,220,1.64,0.23260893016295725,1.1529429434665008,0.12865266032188397
K,0.0,220,1.64,0.20119480741804185,0.8375956339046203,-0.002712843921888771
pi,0.0,220,1.66,0.23260893016295725,1.1576627515205813,0.13329771479835015
K,0.0,220,1.66,0.20119480741804185,0.842418789753276,-0.0017780099990825752
pi,0.0,220,1.68,0.23260893016295725,1.162396308805899,0.1380445475706914
K,0.0,220,1.68,0.20119480741804185,0.8473731544876509,-0.0009981386152067338
pi,0.0,220,1.7,0.23260893016295725,1.1671422236611093,0.14289385245727407
K,0.0,220,1.7,0.20119480741804185,0.8524548693370965,-0.00039611715601371494
pi,0.0,220,1.72,0.23260893016295725,1.1718990963057232,0.14784630916783828
K,0.0,220,1.72,0.20119480741804185,0.8576600968966331,-2.719234587490237e-5
pi,0.0,220,1.74,0.23260893016295725,1.1766655189889197,0.15290258337568352
K,0.0,220,1.74,0.20119480741804185,0.8627805691899839,-0.0
pi,0.0,220,1.76,0.23260893016295725,1.1814400761331194,0.15806332679362942
K,0.0,220,1.76,0.20119480741804185,0.8677476755266932,-0.0
pi,0.0,220,1.78,0.23260893016295725,1.1862213444722207,0.16332917725365342
K,0.0,220,1.78,0.20119480741804185,0.8726921342116896,-0.0
pi,0.0,220,1.8,0.23260893016295725,1.1910078931843782,0.16870075879010527
K,0.0,220,1.8,0.20119480741804185,0.8776560561736847,-0.0
pi,0.0,220,1.82,0.23260893016295725,1.1957982840192276,0.1741786817263895
K,0.0,220,1.82,0.20119480741804185,0.8826655249795795,-0.0
pi,0.0,220,1.84,0.23260893016295725,1.2005910714194503,0.1797635427650182
K,0.0,220,1.84,0.20119480741804185,0.8877403185437812,-0.0
pi,0.0,220,1.86,0.23260893016295725,1.2053848026365739,0.18545592508091835
K,0.0,220,1.86,0.20119480741804185,0.8928973135057319,-0.0
pi,0.0,220,1.88,0.23260893016295725,1.2101780178409245,0.19125639841789216
K,0.0,220,1.88,0.20119480741804185,0.8981521547551934,-0.0
pi,0.0,220,1.9,0.23260893016295725,1.2149692502256002,0.19716551918811748
K,0.0,220,1.9,0.20119480741804185,0.9035203050660385,-0.0
pi,0.0,220,1.92,0.23260893016295725,1.219757026104422,0.20318383057458161
K,0.0,220,1.92,0.20119480741804185,0.9090178791115591,-0.0
pi,0.0,220,1.94,0.23260893016295725,1.2245398650037207,0.2093118626363358
K,0.0,220,1.94,0.20119480741804185,0.9146624709793755,-0.0
pi,0.0,220,1.96,0.23260893016295725,1.2293162797478967,0.21555013241646015
K,0.0,220,1.96,0.20119480741804185,0.9204741444962785,-0.0
pi,0.0,220,1.98,0.23260893016295725,1.2340847765386531,0.22189914405263161
K,0.0,220,1.98,0.20119480741804185,0.9264768011699197,-0.0
pi,0.0,220,2.0,0.23260893016295725,1.2388438550278171,0.22835938889018195
K,0.0,220,2.0,0.20119480741804185,0.9327002930658228,-0.0
pi,0.0,220,2.02,0.23260893016295725,1.2435920083836571,0.2349313455975355
K,0.0,220,2.02,0.20119480741804185,0.9391840307373353,-0.0
pi,0.0,220,2.04,0.23260893016295725,1.2483277233506163,0.24161548028392082
K,0.0,220,2.04,0.20119480741804185,0.9459838546782721,-0.0
pi,0.0,220,2.06,0.23260893016295725,1.2530494803023695,0.24841224661924305
K,0.0,220,2.06,0.20119480741804185,0.9531870994302113,-0.0
pi,0.0,220,2.08,0.23260893016295725,1.257755753288125,0.2553220859560122
K,0.0,220,2.08,0.20119480741804185,0.9609534009593885,-0.0
pi,0.0,220,2.1,0.23260893016295725,1.2624450100720825,0.262345427453218
K,0.0,220,2.1,0.20119480741804185,0.9696791573919207,-0.0
pi,0.0,220,2.12,0.23260893016295725,1.2671157121659633,0.26948268820204746
K,0.0,220,2.12,0.20119480741804185,0.9820630867772101,0.002139708181748592
pi,0.0,220,2.14,0.23260893016295725,1.2717663148545337,0.27673427335333695
K,0.0,220,2.14,0.20119480741804185,0.9890318356702344,0.007183297536423699
pi,0.0,220,2.16,0.23260893016295725,1.2763952672140293,0.28410057624665774
K,0.0,220,2.16,0.20119480741804185,0.9960480769334821,0.010643688579421424
pi,0.0,220,2.18,0.23260893016295725,1.281001012123403,0.29158197854093
K,0.0,220,2.18,0.20119480741804185,1.0031087764965676,0.013852519202897564
pi,0.0,220,2.2,0.23260893016295725,1.2855819862683031,0.299178850346466
K,0.0,220,2.2,0.20119480741804185,1.0102109346339918,0.01702401932467271
pi,0.0,220,2.22,0.23260893016295725,1.2901366201377178,0.30689155035834087
K,0.0,220,2.22,0.20119480741804185,1.017351586035111,0.02023918420169001
pi,0.0,220,2.24,0.23260893016295725,1.2946633380131563,0.31472042599099326
K,0.0,220,2.24,0.20119480741804185,1.0245277992684625,0.02353790986115245
pi,0.0,220,2.26,0.23260893016295725,1.2991605579503318,0.32266581351395907
K,0.0,220,2.26,0.20119480741804185,1.0317366762074458,0.02694289585638738
pi,0.0,220,2.28,0.23260893016295725,1.3036266917532155,0.3307280381886429
K,0.0,220,2.28,0.20119480741804185,1.0389753514353366,0.03046831694304378
pi,0.0,220,2.3,0.23260893016295725,1.3080601449403932,0.33890741440603384
K,0.0,220,2.3,0.20119480741804185,1.0462409916345252,0.03412362544380879
pi,0.0,220,2.32,0.23260893016295725,1.3124593167036225,0.3472042458252738
K,0.0,220,2.32,0.20119480741804185,1.0535307949629158,0.037915440988216094
pi,0.0,220,2.34,0.23260893016295725,1.316822599858499,0.35561882551298735
K,0.0,220,2.34,0.20119480741804185,1.06084199041983,0.04184857819668834
pi,0.0,220,2.36,0.23260893016295725,1.3211483807871336,0.36415143608328715
K,0.0,220,2.36,0.20119480741804185,1.0681718372034066,0.04592664509743169
pi,0.0,220,2.38,0.23260893016295725,1.3254350393727432,0.37280234983836613
K,0.0,220,2.38,0.20119480741804185,1.0755176240612605,0.050152410894012234
pi,0.0,220,2.4,0.23260893016295725,1.3296809489260455,0.3815718289095933
K,0.0,220,2.4,0.20119480741804185,1.0828766686359512,0.05452804211241857
pi,0.0,220,2.42,0.23260893016295725,1.3338844761033635,0.39046012539903097
K,0.0,220,2.42,0.20119480741804185,1.0902463168066325,0.05905525986760235
pi,0.0,220,2.44,0.23260893016295725,1.3380439808163147,0.3994674815212907
K,0.0,220,2.44,0.20119480741804185,1.0976239420280964,0.06373544789140959
pi,0.0,220,2.46,0.23260893016295725,1.3421578161329883,0.40859412974565296
K,0.0,220,2.46,0.20119480741804185,1.105006944668273,0.06856972874695112
pi,0.0,220,2.48,0.23260893016295725,1.3462243281704798,0.41784029293837
K,0.0,220,2.48,0.20119480741804185,1.1123927513451264,0.07355901887025752
pi,0.0,220,2.5,0.23260893016295725,1.3502418559786666,0.427206184505079
K,0.0,220,2.5,0.20119480741804185,1.1197788142637517,0.0787040691534248
pi,0.0,220,2.52,0.23260893016295725,1.354208731415101,0.4366920085332543
K,0.0,220,2.52,0.20119480741804185,1.1271626105543935,0.08400549542815715
pi,0.0,220,2.54,0.23260893016295725,1.3581232790108788,0.4462979599346242
K,0.0,220,2.54,0.20119480741804185,1.1345416416119813,0.08946380175122531
pi,0.0,220,2.56,0.23260893016295725,1.3619838158273647,0.4560242245874874
K,0.0,220,2.56,0.20119480741804185,1.1419134324377114,0.09507939846656291
pi,0.0,220,2.58,0.23260893016295725,1.3657886513036002,0.4658709794788623
K,0.0,220,2.58,0.20119480741804185,1.149275530983111,0.10085261641484188
pi,0.0,220,2.6,0.23260893016295725,1.369536087094285,0.47583839284639917
K,0.0,220,2.6,0.20119480741804185,1.1566255074969567,0.1067837182592737
pi,0.0,220,2.62,0.23260893016295725,1.3732244168981402,0.48592662432000155
K,0.0,220,2.62,0.20119480741804185,1.1639609538753393,0.11287290762336996
pi,0.0,220,2.64,0.23260893016295725,1.3768519262765118,0.4961358250630867
K,0.0,220,2.64,0.20119480741804185,1.1712794830151274,0.11912033654770723
pi,0.0,220,2.66,0.23260893016295725,1.3804168924620344,0.5064661379134361
K,0.0,220,2.66,0.20119480741804185,1.1785787281710136,0.12552611164024075
pi,0.0,220,2.68,0.23260893016295725,1.3839175841571818,0.5169176975235694
K,0.0,220,2.68,0.20119480741804185,1.1858563423162785,0.13209029920026955
pi,0.0,220,2.7,0.23260893016295725,1.3873522613225127,0.5274906305005959
K,0.0,220,2.7,0.20119480741804185,1.1931099975073722,0.13881292952793894
pi,0.0,220,2.72,0.23260893016295725,1.3907191749544214,0.538185055545485
K,0.0,220,2.72,0.20119480741804185,1.200337384252367,0.1456940005812755
pi,0.0,220,2.74,0.23260893016295725,1.3940165668521867,0.5490010835917083
K,0.0,220,2.74,0.20119480741804185,1.207536210883297,0.1527334811058303
pi,0.0,220,2.76,0.23260893016295725,1.3972426693741007,0.5599388179432029
K,0.0,220,2.76,0.20119480741804185,1.2147042029323745,0.1599313133344036
pi,0.0,220,2.78,0.23260893016295725,1.4003957051824565,0.5709983544116087
K,0.0,220,2.78,0.20119480741804185,1.2218391025120343,0.16728741533347227
pi,0.0,220,2.8,0.23260893016295725,1.4034738869771612,0.5821797814527354
K,0.0,220,2.8,0.20119480741804185,1.2289386676987366,0.17480168305704394
pi,0.0,220,2.82,0.23260893016295725,1.4064754172177185,0.5934831803022167
K,0.0,220,2.82,0.20119480741804185,1.2360006719204355,0.18247399215644433
pi,0.0,220,2.84,0.23260893016295725,1.4093984878333279,0.6049086251103089
K,0.0,220,2.84,0.20119480741804185,1.2430229033475864,0.1903041995850583
pi,0.0,220,2.86,0.23260893016295725,1.4122412799208264,0.6164561830757934
K,0.0,220,2.86,0.20119480741804185,1.2500031642875706,0.19829214502963916
pi,0.0,220,2.88,0.23260893016295725,1.4150019634301862,0.6281259145789516
K,0.0,220,2.88,0.20119480741804185,1.2569392705823512,0.20643765219398347
pi,0.0,220,2.9,0.23260893016295725,1.4176786968372665,0.6399178733135662
K,0.0,220,2.9,0.20119480741804185,1.2638290510092227,0.21474052995612591
pi,0.0,220,2.92,0.23260893016295725,1.420269626803508,0.6518321064179208
K,0.0,220,2.92,0.20119480741804185,1.270670346684432,0.22320057341654775
pi,0.0,220,2.94,0.23260893016295725,1.4227728878222352,0.66386865460477
K,0.0,220,2.94,0.20119480741804185,1.277461010469488,0.23181756485191155
pi,0.0,220,2.96,0.23260893016295725,1.4251866018512378,0.676027552290234
K,0.0,220,2.96,0.20119480741804185,1.284198906379931,0.24059127458645913
pi,0.0,220,2.98,0.23260893016295725,1.4275088779311997,0.6883088277216071
K,0.0,220,2.98,0.20119480741804185,1.290881908996336,0.2495214617912608
pi,0.0,220,3.0,0.23260893016295725,1.429737811789715,0.7007125031040362
K,0.0,220,3.0,0.20119480741804185,1.2975079028773113,0.2586078752199224
pi,0.0,220,3.02,0.23260893016295725,1.431871485430364,0.7132385947260549
K,0.0,220,3.02,0.20119480741804185,1.3040747819742342,0.2678502538880501
pi,0.0,220,3.04,0.23260893016295725,1.4339079667064958,0.7258871130839407
K,0.0,220,3.04,0.20119480741804185,1.3105804490474673,0.2772483277027066
pi,0.0,220,3.06,0.23260893016295725,1.4358453088792582,0.7386580630048781
K,0.0,220,3.06,0.20119480741804185,1.3170228150837757,0.28680181804719174
pi,0.0,220,3.08,0.23260893016295725,1.437681550159409,0.7515514437689018
K,0.0,220,3.08,0.20119480741804185,1.3233997987146746,0.29651043832574897
pi,0.0,220,3.1,0.23260893016295725,1.4394147132324122,0.7645672492296005
K,0.0,220,3.1,0.20119480741804185,1.3297093256354067,0.3063738944721676
pi,0.0,220,3.12,0.23260893016295725,1.4410428047663146,0.7777054679335672
K,0.0,220,3.12,0.20119480741804185,1.335949328024249,0.3163918854257375
pi,0.0,220,3.14,0.23260893016295725,1.442563814901859,0.7909660832385702
K,0.0,220,3.14,0.20119480741804185,1.3421177439618557,0.3265641035775685
pi,0.0,220,3.16,0.23260893016295725,1.4439757167242588,0.8043490734304393
K,0.0,220,3.16,0.20119480741804185,1.3482125168502996,0.33689023518991207
pi,0.0,220,3.18,0.23260893016295725,1.4452764657160462,0.8178544118386394
K,0.0,220,3.18,0.20119480741804185,1.354231594831501,0.3473699607908041
pi,0.0,220,3.2,0.23260893016295725,1.4464639991903634,0.8314820669505323
K,0.0,220,3.2,0.20119480741804185,1.3601729302047056,0.35800295554608624
pi,0.0,220,3.22,0.23260893016295725,1.4475362357040316,0.8452320025243033
K,0.0,220,3.22,0.20119480741804185,1.3660344788426686,0.36878888961060907
pi,0.0,220,3.24,0.23260893016295725,1.4484910744497121,0.8591041777005486
K,0.0,220,3.24,0.20119480741804185,1.3718141996061948,0.37972742846024676
pi,0.0,220,3.26,0.23260893016295725,1.4493263946264245,0.8730985471125076
